id,village,rus_village,lat,lon,lang,aff,family,standard,default_level,dialect_toplevel,dialect_toplevel_cyr,dialect_nt1,dialect_nt1_cyr,dialect_nt2,dialect_nt2_cyr,dialect_nt3,dialect_nt3_cyr,village_dialect,gltc_lang,lang_col,aff_col,dataset_version
1054,Dzhinabi,Джинаби,42.070864,47.860318,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Irchamal,ирчамульский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1055,Guldy,Гульды,42.07113,47.68936,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Shurkkant,шуркантский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1056,Lishcha,Лища,42.072834,47.740462,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Shurkkant,шуркантский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1057,Surgiya,Сургия,42.077112,47.717301,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Shurkkant,шуркантский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1058,Khadagi,Хадаги,42.08067,47.89726,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Gharcan,карацанский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1059,Gaziya,Газия,42.085935,47.817633,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Barshamay,баршамайский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1060,Kartalay,Карталай,42.08709,47.85834,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Gharcan,карацанский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1061,Daknisa,Дакниса,42.08758,47.72711,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Shurkkant,шуркантский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1062,Karatsan,Карацан,42.0886,47.8683,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Gharcan,карацанский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1063,Dzhirabachi,Джирабачи,42.09091,47.73513,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Shurkkant,шуркантский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1064,Khungiya,Хунгия,42.09321,47.80518,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Qattagan,каттаганский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1065,Barshamay,Баршамай,42.11176,47.85143,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Barshamay,баршамайский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1066,Akhmedkent,Ахмедкент,42.12036,47.81047,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Sanchi-Ahmadlashi,санчи-ахмедкентский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1067,Madzhalis,Маджалис,42.1217,47.8333,Kajtak,Dargwic,East Caucasian,NA,Kajtag,mixed,mixed,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1068,Sanchi,Санчи,42.13244,47.82243,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Sanchi-Ahmadlashi,санчи-ахмедкентский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1069,Rodnikovyy,Родниковый,42.1505062,47.9490136,Kajtak,Dargwic,East Caucasian,NA,Kajtag,mixed,mixed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-19
1070,Novaya Barsha,Новая Барша,42.18284,47.836,Kajtak,Dargwic,East Caucasian,NA,Kajtag,Irchamal,ирчамульский,NA,NA,NA,NA,NA,NA,NA,kajt1238,#ff9900,#ff9900,2024-09-19
1071,Zelenomorskoe,Зеленоморское,42.77004,47.68884,Kajtak,Dargwic,East Caucasian,NA,Sanaqari-Chahrizhi,mixed,mixed,NA,NA,NA,NA,NA,NA,NA,darg1241,#ff9900,#ff9900,2024-09-19
1072,Tukita,Тукита,42.57056,46.37278,Karata-Tukita,Andic,East Caucasian,NA,Tukita,NA,NA,NA,NA,NA,NA,NA,NA,Tukita,kara1474,#666699,#9494b8,2024-09-19
1073,Karata,Карата,42.5942,46.3419,Karata-Tukita,Andic,East Caucasian,NA,Karata,Karata,Каратинский,NA,NA,NA,NA,NA,NA,Karata,kara1474,#666699,#9494b8,2024-09-19
1074,Archo,Арчо,42.597691,46.305756,Karata-Tukita,Andic,East Caucasian,NA,Karata,Karata,Каратинский,NA,NA,NA,NA,NA,NA,Archo,kara1474,#666699,#9494b8,2024-09-19
1075,Tsumali,Цумали,42.607619,46.260923,Karata-Tukita,Andic,East Caucasian,NA,Karata,Anchiq,Анчихский,NA,NA,NA,NA,NA,NA,Tsumali,kara1474,#666699,#9494b8,2024-09-19
1076,Anchik,Анчик,42.608098,46.271717,Karata-Tukita,Andic,East Caucasian,NA,Karata,Anchiq,Анчихский,NA,NA,NA,NA,NA,NA,Anchiq,kara1474,#666699,#9494b8,2024-09-19
1077,Mashtada,Маштада,42.61362,46.314659,Karata-Tukita,Andic,East Caucasian,NA,Karata,Karata,Каратинский,Mashtada-Rachabulda,Маштада-рачабулдинский,NA,NA,NA,NA,Mashtada,kara1474,#666699,#9494b8,2024-09-19
1078,Rachabulda,Рачабулда,42.617256,46.300014,Karata-Tukita,Andic,East Caucasian,NA,Karata,Karata,Каратинский,Mashtada-Rachabulda,Маштада-рачабулдинский,NA,NA,NA,NA,Rachabulda,kara1474,#666699,#9494b8,2024-09-19
1079,Verkhnee Inkhelo,Верхнее Инхело,42.62035,46.329732,Karata-Tukita,Andic,East Caucasian,NA,Karata,Karata,Каратинский,NA,NA,NA,NA,NA,NA,Verkhnee Inkhelo,kara1474,#666699,#9494b8,2024-09-19
1080,Ratsitl,Рацитль,42.63788,46.33455,Karata-Tukita,Andic,East Caucasian,NA,Karata,Karata,Каратинский,NA,NA,NA,NA,NA,NA,Ratsitl',kara1474,#666699,#9494b8,2024-09-19
1081,Nizhnee Inkhelo,Нижнее Инхело,42.645134,46.259367,Karata-Tukita,Andic,East Caucasian,NA,Karata,Karata,Каратинский,NA,NA,NA,NA,NA,NA,Nizhnee Inkhelo,kara1474,#666699,#9494b8,2024-09-19
1082,Siukh (Khasavyurt district),Сиух (Хасавюртовский район),43.41066,46.60497,Karata-Tukita,Andic,East Caucasian,NA,Karata,NA,NA,NA,NA,NA,NA,NA,NA,NA,kara1474,#666699,#9494b8,2024-09-19
1083,Xınalıq,Хыналыг,41.17778,48.12694,Khinalug,Khinalug,East Caucasian,NA,Khinalug,NA,NA,NA,NA,NA,NA,NA,NA,Khinalug,khin1240,#cccc00,#cccc00,2024-09-19
1084,Khonokh,Хонох,42.3311591,46.130717,Khwarshi-Inkhoqwari,Tsezic,East Caucasian,NA,Khwarshi,Khwarshi-Khonokh,Хваршинско-хонохский,NA,NA,NA,NA,NA,NA,Khonokh,khva1239,#993333,#ff5050,2024-09-19
1085,Khvarshi,Хварши,42.353471,46.107859,Khwarshi-Inkhoqwari,Tsezic,East Caucasian,NA,Khwarshi,Khwarshi,Хваршинский,NA,NA,NA,NA,NA,NA,Khvarshi,khva1239,#993333,#ff5050,2024-09-19
1086,Santlada,Сантлада,42.38431,46.07505,Khwarshi-Inkhoqwari,Tsezic,East Caucasian,NA,Khwarshi,Inkhoqwari,Инхокваринский,NA,NA,NA,NA,NA,NA,Santlada,khva1239,#993333,#ff5050,2024-09-19
1087,Kvantlada,Квантлада,42.39204,46.06382,Khwarshi-Inkhoqwari,Tsezic,East Caucasian,NA,Khwarshi,Inkhoqwari,Инхокваринский,NA,NA,NA,NA,NA,NA,Kwantlada,khva1239,#993333,#ff5050,2024-09-19
1088,Inkhokvari,Инхоквари,42.410888,46.044877,Khwarshi-Inkhoqwari,Tsezic,East Caucasian,NA,Khwarshi,Inkhoqwari,Инхокваринский,NA,NA,NA,NA,NA,NA,Inkhokvari,khva1239,#993333,#ff5050,2024-09-19
1089,Khvayni,Хвайни,42.415087,45.968736,Khwarshi-Inkhoqwari,Tsezic,East Caucasian,NA,Khwarshi,Inkhoqwari,Инхокваринский,NA,NA,NA,NA,NA,NA,Khvayni,khva1239,#993333,#ff5050,2024-09-19
1090,Verkhnee Inkhokvari,Верхнее Инхоквари,42.415524,46.065273,Khwarshi-Inkhoqwari,Tsezic,East Caucasian,NA,Khwarshi,Inkhoqwari,Инхокваринский,NA,NA,NA,NA,NA,NA,Verkhnee Inkhokvari,khva1239,#993333,#ff5050,2024-09-19
1091,Haput,Хапут,41.142778,48.194444,Kryz,Lezgic,East Caucasian,NA,Kryz,NA,NA,NA,NA,NA,NA,NA,NA,Khaput,kryt1240,#009933,#00cc66,2024-09-19
1092,Alıc,Алык,41.1775,48.23694,Kryz,Lezgic,East Caucasian,NA,Kryz,NA,NA,NA,NA,NA,NA,NA,NA,Alik,kryt1240,#009933,#00cc66,2024-09-19
1093,Cek,Джек,41.19694,48.24167,Kryz,Lezgic,East Caucasian,NA,Kryz,NA,NA,NA,NA,NA,NA,NA,NA,Dzhek,kryt1240,#009933,#00cc66,2024-09-19
1094,Qrız,Крыз,41.21556,48.24667,Kryz,Lezgic,East Caucasian,NA,Kryz,Kryz Proper,Крызский,NA,NA,NA,NA,NA,NA,Kryz,kryt1240,#009933,#00cc66,2024-09-19
1095,Qrızdəhnə,Крыз-Дехне,41.234681,48.304612,Kryz,Lezgic,East Caucasian,NA,Kryz,Kryz Proper,Крызский,NA,NA,NA,NA,NA,NA,Kryz-Dekhne,kryt1240,#009933,#00cc66,2024-09-19
1096,Dirbakmakhi,Дирбакмахи,41.914,47.4928,Kubachi,Dargwic,East Caucasian,NA,Kubachi,Ashti,аштинское,NA,NA,NA,NA,NA,NA,NA,kuba1248,#ff9900,#ff9900,2024-09-19
1097,Ashty,Ашты,41.961098,47.502559,Kubachi,Dargwic,East Caucasian,NA,Kubachi,Ashti,аштинское,NA,NA,NA,NA,NA,NA,NA,kuba1248,#ff9900,#ff9900,2024-09-19
1098,Sulevkent,Сулевкент,42.073795,47.616799,Kubachi,Dargwic,East Caucasian,NA,Kubachi,Sulevkent,сулевкентское,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-19
1099,Kubachi,Кубачи,42.0856,47.6031,Kubachi,Dargwic,East Caucasian,NA,Kubachi,Kubachi,кубачинское,NA,NA,NA,NA,NA,NA,NA,kuba1248,#ff9900,#ff9900,2024-09-19
1100,Sulevkent,Сулевкент,43.4700924,46.7545728,Kubachi,Dargwic,East Caucasian,NA,Kubachi,Sulevkent,сулевкентское,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-19
1101,Verkhniy Katrukh,Верхний Катрух,41.7468,47.22355,Lak,Lak,East Caucasian,NA,Lak,Duqqul,Аракульский,NA,NA,NA,NA,NA,NA,Verkhniy Katrukh,lakk1252,#cc9900,#cc9900,2024-09-19
1102,Arakul,Аракул,41.77377,47.21238,Lak,Lak,East Caucasian,NA,Lak,Duqqul,Аракульский,NA,NA,NA,NA,NA,NA,Arakul,lakk1252,#cc9900,#cc9900,2024-09-19
1103,Khosrekh,Хосрех,41.9939,47.2706,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Khosrekh,lakk1252,#cc9900,#cc9900,2024-09-19
1104,Kuli,Кули,42.0227595,47.2387802,Lak,Lak,East Caucasian,NA,Lak,Wachikkul,Вачикулинский,NA,NA,NA,NA,NA,NA,Kuli,lakk1252,#cc9900,#cc9900,2024-09-19
1105,Burshi,Бурши,42.03161,47.06349,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Burshi,lakk1252,#cc9900,#cc9900,2024-09-19
1106,Tsovkra Vtoraya,Цовкра Вторая,42.03978,47.1526,Lak,Lak,East Caucasian,NA,Lak,Chaymi-Mashiqi,Каялинско-мащихинский,NA,NA,NA,NA,NA,NA,Tsovkra Vtoraya,lakk1252,#cc9900,#cc9900,2024-09-19
1107,Sumbatl',Сумбатль,42.04682,47.21919,Lak,Lak,East Caucasian,NA,Lak,Pervotsovkrin,Первоцовкринский,NA,NA,NA,NA,NA,NA,Sumbatl',lakk1252,#cc9900,#cc9900,2024-09-19
1108,Tsovkra 1-ya,Цовкра 1-ая,42.05917,47.27056,Lak,Lak,East Caucasian,NA,Lak,Pervotsovkrin,Первоцовкринский,NA,NA,NA,NA,NA,NA,Tsovkra 1-ya,lakk1252,#cc9900,#cc9900,2024-09-19
1109,Vachi,Вачи,42.0722,47.2136,Lak,Lak,East Caucasian,NA,Lak,Wachikkul,Вачикулинский,NA,NA,NA,NA,NA,NA,Vachi,lakk1252,#cc9900,#cc9900,2024-09-19
1110,Kaya,Кая,42.0765,47.20219,Lak,Lak,East Caucasian,NA,Lak,Chaymi-Mashiqi,Каялинско-мащихинский,NA,NA,NA,NA,NA,NA,Kaya,lakk1252,#cc9900,#cc9900,2024-09-19
1111,Tsushchar,Цущар,42.0774,47.14038,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Tsushchar,lakk1252,#cc9900,#cc9900,2024-09-19
1112,Shalib,Шалиб,42.09007,46.91826,Lak,Lak,East Caucasian,NA,Lak,Shal,Шалинский,NA,NA,NA,NA,NA,NA,Shalib,lakk1252,#cc9900,#cc9900,2024-09-19
1113,Khulisma,Хулисма,42.09299,47.05741,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Khulisma,lakk1252,#cc9900,#cc9900,2024-09-19
1114,Khoymi,Хойми,42.09367,47.20822,Lak,Lak,East Caucasian,NA,Lak,Chaymi-Mashiqi,Каялинско-мащихинский,NA,NA,NA,NA,NA,NA,Khoymi,lakk1252,#cc9900,#cc9900,2024-09-19
1115,Kundakh,Кундах,42.10013,47.09148,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Kundakh,lakk1252,#cc9900,#cc9900,2024-09-19
1116,Tsyysha,Цыйша,42.10442,47.22358,Lak,Lak,East Caucasian,NA,Lak,Wixul,Вихлинский,NA,NA,NA,NA,NA,NA,Tsyysha,lakk1252,#cc9900,#cc9900,2024-09-19
1117,Khurkhi,Хурхи,42.10627,47.12617,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Khurkhi,lakk1252,#cc9900,#cc9900,2024-09-19
1118,Churtakh,Чуртах,42.11257,47.08687,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Churtakh,lakk1252,#cc9900,#cc9900,2024-09-19
1119,Tulizma,Тулизма,42.115654,47.119069,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Tulizma,lakk1252,#cc9900,#cc9900,2024-09-19
1120,Shara,Шара,42.115737,47.135907,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Shara,lakk1252,#cc9900,#cc9900,2024-09-19
1121,Sukiyakh,Сукиях,42.12168,47.23611,Lak,Lak,East Caucasian,NA,Lak,Wixul,Вихлинский,NA,NA,NA,NA,NA,NA,Sukiyakh,lakk1252,#cc9900,#cc9900,2024-09-19
1122,Khoykhi,Хойхи,42.12179,47.18526,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Khoykhi,lakk1252,#cc9900,#cc9900,2024-09-19
1123,Vikhli,Вихли,42.1269,47.2219,Lak,Lak,East Caucasian,NA,Lak,Wixul,Вихлинский,NA,NA,NA,NA,NA,NA,Vikhli,lakk1252,#cc9900,#cc9900,2024-09-19
1124,Kukni,Кукни,42.12819,47.15973,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Kukni,lakk1252,#cc9900,#cc9900,2024-09-19
1125,Kulushats,Кулушац,42.1283,47.0983,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Kulushats,lakk1252,#cc9900,#cc9900,2024-09-19
1126,Govkra,Говкра,42.13254,47.12389,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Govkra,lakk1252,#cc9900,#cc9900,2024-09-19
1127,Standard Lak,NA,42.13275,47.0809,Lak,Lak,East Caucasian,Standard Lak,Lak,NA,NA,NA,NA,NA,NA,NA,NA,NA,lakk1252,#cc9900,#cc9900,2024-09-19
1128,Kani,Кани,42.13937,47.18846,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Kani,lakk1252,#cc9900,#cc9900,2024-09-19
1129,Chitur,Читур,42.13954,47.10151,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Chitur,lakk1252,#cc9900,#cc9900,2024-09-19
1130,Shovkra,Шовкра,42.14008,47.12741,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Shovkra,lakk1252,#cc9900,#cc9900,2024-09-19
1131,Kubra,Кубра,42.14373,47.08175,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Kubra,lakk1252,#cc9900,#cc9900,2024-09-19
1132,Inisha,Иниша,42.15031,47.20492,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Inisha,lakk1252,#cc9900,#cc9900,2024-09-19
1133,Guschi,Гущи,42.15128,47.09368,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Guschi,lakk1252,#cc9900,#cc9900,2024-09-19
1134,Khurukra,Хурукра,42.15663,47.13422,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Khurukra,lakk1252,#cc9900,#cc9900,2024-09-19
1135,Viraty,Вираты,42.15675,47.20107,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Viraty,lakk1252,#cc9900,#cc9900,2024-09-19
1136,Khuri,Хури,42.170115,47.12522,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Khuri,lakk1252,#cc9900,#cc9900,2024-09-19
1137,Kumukh,Кумух,42.1706,47.1175,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,Kumukh,Кумухский,NA,NA,NA,NA,Kumukh,lakk1252,#cc9900,#cc9900,2024-09-19
1138,Lakhir,Лахир,42.17688,47.17802,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Lakhir,lakk1252,#cc9900,#cc9900,2024-09-19
1139,Ubra,Убра,42.179776,47.102963,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Ubra,lakk1252,#cc9900,#cc9900,2024-09-19
1140,Khuna,Хуна,42.179791,47.160847,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Khuna,lakk1252,#cc9900,#cc9900,2024-09-19
1141,Turtsi,Турци,42.18409,47.16817,Lak,Lak,East Caucasian,NA,Lak,Central Lak,Центральнолакский,NA,NA,NA,NA,NA,NA,Turtsi,lakk1252,#cc9900,#cc9900,2024-09-19
