id,village,rus_village,lat,lon,lang,aff,family,standard,default_level,dialect_toplevel,dialect_toplevel_cyr,dialect_nt1,dialect_nt1_cyr,dialect_nt2,dialect_nt2_cyr,dialect_nt3,dialect_nt3_cyr,village_dialect,gltc_lang,lang_col,aff_col,dataset_version
1557,Urkutamakhi-1,Уркутамахи-1,42.07093,47.52058,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Urari,ураринский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1558,Kubrimakhi,Кубримахи,42.073018,47.372684,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1559,Ayatsuri,Аяцури,42.07354,47.45121,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Urari,ураринский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1560,Butulta,Бутулта,42.07426,47.44048,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Urari,ураринский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1561,Natsi,Наци,42.075335,47.38728,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1562,Nakhki,Нахки,42.07562,47.39905,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1563,Kuliyamakhi,Кулиямахи,42.07717,47.33501,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1564,Karayamakhi,Караямахи,42.07822,47.34643,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1565,Tuzlamakhi,Тузламахи,42.07877,47.36836,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1566,Urkhnishcha,Урхнища,42.08278,47.50306,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Urari,ураринский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1567,Giyagaramakhi,Гиягарамахи,42.08381,47.37841,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1568,Karkatsi,Каркаци,42.08389,47.46694,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Urari,ураринский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1569,Murlatinamakhi,Мурлатинамахи,42.08451,47.35718,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1570,Kurkimakhi,Куркимахи,42.0902127,47.47584,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Urari,ураринский,NA,NA,NA,NA,NA,NA,NA,NA,2024-09-19
1571,Urtsaki,Урцаки,42.09916,47.56236,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Urtsaki,урцакинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1572,Urari,Урари,42.0997,47.4569,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Urari,ураринский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1573,Turakarimakhi,Туракаримахи,42.1,47.46667,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Urari,ураринский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1574,Sutbuk,Сутбук,42.1036,47.5403,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Baqni,бакнинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1575,Tsugni,Цугни,42.107276,47.400902,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1576,Gulebki,Гулебки,42.11181,47.39688,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1577,Guladty,Гуладты,42.11523,47.45074,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Ghuladti,гуладтинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1578,Bakni,Бакни,42.11618,47.53095,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Baqni,бакнинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1579,Mirzita,Мирзита,42.1309,47.47663,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Ghuladti,гуладтинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1580,Urgani,Ургани,42.13638,47.36146,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Upper Sirhwa,верхнесирхинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1581,Khurshni,Хуршни,42.14036,47.48966,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Ghuladti,гуладтинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1582,Tanty,Танты,42.1642,47.3167,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Tanti,тантынское,NA,NA,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1583,Shalasi,Шаласи,42.36514,47.91961,Southwestern Dargwa,Dargwic,East Caucasian,NA,Southwestern Dargwa,Sirhwa,сирхинское,Urtsaki,урцакинский,NA,NA,NA,NA,NA,sout3261,#ff9900,#ff9900,2024-09-19
1584,Khoredzh,Хоредж,41.74914,47.8667,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Southern Tabasaran,Южнотабасаранский,NA,NA,NA,NA,NA,NA,Khoredzh,taba1259,#339966,#00cc66,2024-09-19
1585,Khiv,Хив,41.7533,47.9286,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Southern Tabasaran,Южнотабасаранский,NA,NA,NA,NA,NA,NA,Khiv,taba1259,#339966,#00cc66,2024-09-19
1586,Laka,Лака,41.75705,47.88114,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Southern Tabasaran,Южнотабасаранский,NA,NA,NA,NA,NA,NA,Laka,taba1259,#339966,#00cc66,2024-09-19
1587,Tsuduk,Цудук,41.78225,47.89671,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Tsuduk,taba1259,#339966,#00cc66,2024-09-19
1588,Archug,Арчуг,41.7843,47.86009,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Archug,taba1259,#339966,#00cc66,2024-09-19
1589,Yargil',Яргиль,41.79004,47.95429,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Southern Tabasaran,Южнотабасаранский,NA,NA,NA,NA,NA,NA,Yargil',taba1259,#339966,#00cc66,2024-09-19
1590,Kondik,Кондик,41.8028,47.8733,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Kondik,taba1259,#339966,#00cc66,2024-09-19
1591,Mezhgyul',Межгюль,41.8061,48.0075,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Southern Tabasaran,Южнотабасаранский,NA,NA,NA,NA,NA,NA,Mezhgyul',taba1259,#339966,#00cc66,2024-09-19
1592,Chere,Чере,41.80685,48.0425,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Southern Tabasaran,Южнотабасаранский,Nitrik,Нитрикский,NA,NA,NA,NA,Chere,taba1259,#339966,#00cc66,2024-09-19
1593,Chuvek,Чувек,41.807699,47.901711,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Chuvek,taba1259,#339966,#00cc66,2024-09-19
1594,Zil'dik,Зильдик,41.81292,47.98958,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Zil'dik,taba1259,#339966,#00cc66,2024-09-19
1595,Ashaga-Yarak,Ашага-Ярак,41.822988,47.952033,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Ashaga-Yarak,taba1259,#339966,#00cc66,2024-09-19
1596,Kushtil',Куштиль,41.8289,47.8894,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,NA,NA,NA,NA,NA,NA,Kushtil',taba1259,#339966,#00cc66,2024-09-19
1597,Yukhari-Yarak,Юхари-Ярак,41.83714,47.94825,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Southern Tabasaran,Южнотабасаранский,NA,NA,NA,NA,NA,NA,Yukhari-Yarak,taba1259,#339966,#00cc66,2024-09-19
1598,Sirtich,Сиртич,41.8406,48.2347,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Southern Tabasaran,Южнотабасаранский,Eteg,Этегский,NA,NA,NA,NA,Sirtich,taba1259,#339966,#00cc66,2024-09-19
1599,Nichras,Ничрас,41.84358,48.01174,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Southern Tabasaran,Южнотабасаранский,Nitrik,Нитрикский,NA,NA,NA,NA,Nichras,taba1259,#339966,#00cc66,2024-09-19
1600,Gyukhryag,Гюхряг,41.854055,48.172785,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Gyukhryag,taba1259,#339966,#00cc66,2024-09-19
1601,Turag,Тураг,41.8586,47.9744,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Southern Tabasaran,Южнотабасаранский,NA,NA,NA,NA,NA,NA,Turag,taba1259,#339966,#00cc66,2024-09-19
1602,Khursatil',Хурсатиль,41.862503,47.793991,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,NA,NA,NA,NA,NA,NA,Khursatil',taba1259,#339966,#00cc66,2024-09-19
1603,Furdag,Фурдаг,41.86348,47.86215,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,NA,NA,NA,NA,NA,NA,Furdag,taba1259,#339966,#00cc66,2024-09-19
1604,Urga,Урга,41.869933,47.85522,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,NA,NA,NA,NA,NA,NA,Urga,taba1259,#339966,#00cc66,2024-09-19
1605,Vertil',Вертиль,41.87358,47.85893,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,Sugak,Сугакский,NA,NA,NA,NA,Vertil',taba1259,#339966,#00cc66,2024-09-19
1606,Kulig,Кулиг,41.874076,47.865347,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Kulig,taba1259,#339966,#00cc66,2024-09-19
1607,Garig,Гариг,41.8766,47.88498,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Garig,taba1259,#339966,#00cc66,2024-09-19
1608,Atrik,Атрик,41.88042,47.78046,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,NA,NA,NA,NA,NA,NA,Atrik,taba1259,#339966,#00cc66,2024-09-19
1609,Lyakhlya,Ляхля,41.88087,47.87761,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,NA,NA,NA,NA,NA,NA,Lyakhlya,taba1259,#339966,#00cc66,2024-09-19
1610,Chulat,Чулат,41.880921,48.154399,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Chulat,taba1259,#339966,#00cc66,2024-09-19
1611,Dzhuli,Джули,41.8822,47.85399,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Dzhuli,taba1259,#339966,#00cc66,2024-09-19
1612,Khyuryak,Хюряк,41.88238,48.07289,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Khyuryak,taba1259,#339966,#00cc66,2024-09-19
1613,Kuvig,Кувиг,41.88482,47.886538,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Kuvig,taba1259,#339966,#00cc66,2024-09-19
1614,Urtil',Уртиль,41.89153,47.89347,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Urtil',taba1259,#339966,#00cc66,2024-09-19
1615,Sika,Сика,41.89173,47.97821,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Sika,taba1259,#339966,#00cc66,2024-09-19
1616,Gumi,Гуми,41.894319,47.868304,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,Kukhrik,Кухрикский,NA,NA,NA,NA,Gumi,taba1259,#339966,#00cc66,2024-09-19
1617,Rubas,Рубас,41.895476,48.329618,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Rubas,taba1259,#339966,#00cc66,2024-09-19
1618,Burgankent,Бурганкент,41.89939,48.06439,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Burgankent,taba1259,#339966,#00cc66,2024-09-19
1619,Afna,Афна,41.902075,47.861413,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Afna,taba1259,#339966,#00cc66,2024-09-19
1620,Sikukh,Сикух,41.90457,47.84596,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Sikukh,taba1259,#339966,#00cc66,2024-09-19
1621,Khalag,Халаг,41.90551,47.88935,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Khalag,taba1259,#339966,#00cc66,2024-09-19
1622,Turuf,Туруф,41.90569,48.00688,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Turuf,taba1259,#339966,#00cc66,2024-09-19
1623,Kyuryag,Кюряг,41.907094,47.853636,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Kyuryag,taba1259,#339966,#00cc66,2024-09-19
1624,Bukhnag,Бухнаг,41.910587,47.872994,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Bukhnag,taba1259,#339966,#00cc66,2024-09-19
1625,Kurkak,Куркак,41.91096,47.971699,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,Kurkakh,Куркахский,NA,NA,NA,NA,Kurkak,taba1259,#339966,#00cc66,2024-09-19
1626,Tinit,Тинит,41.9131,48.0592,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Tinit,taba1259,#339966,#00cc66,2024-09-19
1627,Khanak,Ханак,41.91373,47.86645,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Khanak,taba1259,#339966,#00cc66,2024-09-19
1628,Vechrik,Вечрик,41.9171,47.96184,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Vechrik,taba1259,#339966,#00cc66,2024-09-19
1629,Guvlig,Гувлиг,41.91824,47.85213,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Guvlig,taba1259,#339966,#00cc66,2024-09-19
1630,Tsurtil',Цуртиль,41.918365,47.932001,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Tsurtil',taba1259,#339966,#00cc66,2024-09-19
1631,Dzhugdil',Джугдиль,41.919222,47.979531,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Dzhugdil',taba1259,#339966,#00cc66,2024-09-19
1632,Gasikh,Гасих,41.92398,47.8847,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Gasikh,taba1259,#339966,#00cc66,2024-09-19
1633,Firgil',Фиргиль,41.92507,48.02587,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Firgil',taba1259,#339966,#00cc66,2024-09-19
1634,Sertil',Сертиль,41.92531,47.86522,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Sertil',taba1259,#339966,#00cc66,2024-09-19
1635,Ushnyug,Ушнюг,41.92639,48.00306,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Ushnyug,taba1259,#339966,#00cc66,2024-09-19
1636,Kuvag,Куваг,41.926587,47.90245,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Kuvag,taba1259,#339966,#00cc66,2024-09-19
1637,Akka (Daghestan),Акка (Дагестан),41.92686,47.9297,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Akka (Daghestan),taba1259,#339966,#00cc66,2024-09-19
1638,Dagni,Дагни,41.931594,47.911846,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Dagni,taba1259,#339966,#00cc66,2024-09-19
1639,Dyuzler,Дюзлер,41.93583,48.265,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Dyuzler,taba1259,#339966,#00cc66,2024-09-19
1640,Kharkhni,Хархни,41.939561,47.880088,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Kharkhni,taba1259,#339966,#00cc66,2024-09-19
1641,Tsukhdyg,Цухдыг,41.94056,47.98139,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Tsukhdyg,taba1259,#339966,#00cc66,2024-09-19
1642,Gisik,Гисик,41.94475,47.91451,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Gisik,taba1259,#339966,#00cc66,2024-09-19
1643,Kharag,Хараг,41.945423,47.825106,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Kharag,taba1259,#339966,#00cc66,2024-09-19
1644,Arkit,Аркит,41.947308,48.014025,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,Akhti,Ахтынский,NA,NA,NA,NA,Arkit,taba1259,#339966,#00cc66,2024-09-19
1645,Khuchni,Хучни,41.947717,47.945961,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Khuchni,taba1259,#339966,#00cc66,2024-09-19
1646,Shile,Шиле,41.94774,47.82939,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Shile,taba1259,#339966,#00cc66,2024-09-19
1647,Urzig,Урзиг,41.94811,47.84992,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Urzig,taba1259,#339966,#00cc66,2024-09-19
1648,Lyakhe,Ляхе,41.952293,47.914701,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Lyakhe,taba1259,#339966,#00cc66,2024-09-19
1649,Kyurek,Кюрек,41.95258,47.85934,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Kyurek,taba1259,#339966,#00cc66,2024-09-19
1650,Churdaf,Чурдаф,41.95272,47.8636,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Churdaf,taba1259,#339966,#00cc66,2024-09-19
1651,Dzhul'dzhag,Джульджаг,41.95485,47.88933,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Dzhul'dzhag,taba1259,#339966,#00cc66,2024-09-19
1652,Tsantil',Цантиль,41.95508,47.86271,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Tsantil',taba1259,#339966,#00cc66,2024-09-19
1653,Kuzhnik,Кужник,41.95549,47.82231,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Kuzhnik,taba1259,#339966,#00cc66,2024-09-19
1654,Rushul',Рушуль,41.9567,48.01232,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Rushul',taba1259,#339966,#00cc66,2024-09-19
1655,Uluz,Улуз,41.95721,47.83714,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Uluz,taba1259,#339966,#00cc66,2024-09-19
1656,Dzhul'dzhinif,Джульджиниф,41.957235,47.912939,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Dzhul'dzhinif,taba1259,#339966,#00cc66,2024-09-19
1657,Kulif,Кулиф,41.95955,47.88391,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Kulif,taba1259,#339966,#00cc66,2024-09-19
1658,Arak,Арак,41.96112,47.98984,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,NA,NA,NA,NA,NA,NA,Arak,taba1259,#339966,#00cc66,2024-09-19
1659,Yurgulig,Юргулиг,41.962775,47.896658,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Yurgulig,taba1259,#339966,#00cc66,2024-09-19
1660,Gurik,Гурик,41.962788,47.919474,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,Churkulan,Чуркуланский,NA,NA,NA,NA,Gurik,taba1259,#339966,#00cc66,2024-09-19
1661,Yergyunyag,Йергюняг,41.96295,47.89501,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Yergyunyag,taba1259,#339966,#00cc66,2024-09-19
1662,Lidzhe,Лидже,41.97245,47.98057,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Lidzhe,taba1259,#339966,#00cc66,2024-09-19
1663,Pilig,Пилиг,41.97418,47.8687,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Pilig,taba1259,#339966,#00cc66,2024-09-19
1664,Khanag,Ханаг,41.97444,47.90333,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Khanag,taba1259,#339966,#00cc66,2024-09-19
1665,Novoe Lidzhe,Новое Лидже,41.976624,48.008813,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Novoe Lidzhe,taba1259,#339966,#00cc66,2024-09-19
1666,Rugudzh,Ругудж,41.976755,47.89161,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Rugudzh,taba1259,#339966,#00cc66,2024-09-19
1667,Yagdyg,Ягдыг,41.980115,47.970578,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Yagdyg,taba1259,#339966,#00cc66,2024-09-19
1668,Khurik,Хурик,41.98583,47.89861,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,Khurik,Хурикский,NA,NA,NA,NA,Khurik,taba1259,#339966,#00cc66,2024-09-19
1669,Khapil',Хапиль,41.98722,47.97731,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Khapil',taba1259,#339966,#00cc66,2024-09-19
1670,Tatil',Татиль,41.99269,47.98826,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Tatil',taba1259,#339966,#00cc66,2024-09-19
1671,Khustil',Хустиль,42.00335,47.93489,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Khustil',taba1259,#339966,#00cc66,2024-09-19
1672,Standard Tabasaran,NA,42.01976,47.83791,Tabasaran,Lezgic,East Caucasian,Standard Tabasaran,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,NA,taba1259,#339966,#00cc66,2024-09-19
1673,Gurkhun',Гурхунь,42.0203,47.92712,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,NA,NA,NA,NA,NA,NA,NA,NA,Gurkhun',taba1259,#339966,#00cc66,2024-09-19
1674,Dyubek,Дюбек,42.0208,47.969528,Tabasaran,Lezgic,East Caucasian,NA,Tabasaran,Northern Tabasaran,Севернотабасаранский,NA,NA,NA,NA,NA,NA,Dyubek,taba1259,#339966,#00cc66,2024-09-19
1675,Aknada,Акнада,42.4024828,46.1693204,Tindi,Andic,East Caucasian,NA,Tindi,Aknada-Angida,Акнада-ангидинский,NA,NA,NA,NA,NA,NA,Aknada,tind1238,#333399,#9900ff,2024-09-19
